Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,773804,-,-,-,44.85,-93.46,0,263,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.4
Year,Month,Day,Hour,Minute,GHI,Dew Point,Temperature,Wind Direction,Wind Speed,Pressure
2001,2,24,20,30,155,-0.1,0.4,123,3.7,972
2001,2,24,21,30,136,-0.1,0.4,115,2.9000000000000004,970
2001,2,24,22,30,108,-0.1,0.4,98,3,969
2001,2,24,23,30,15,-0.1,0.30000000000000004,89,3.2,969
2001,2,25,0,30,0,-0.1,0.30000000000000004,82,4,967
2001,2,25,1,30,0,-0.1,0.30000000000000004,72,4,965
2001,2,25,2,30,0,-0.2,0.30000000000000004,56,4.2,963
2001,2,25,3,30,0,-0.2,0.2,42,4.1000000000000005,962
2001,2,25,4,30,0,-0.30000000000000004,0.1,29,4.3,960
2001,2,25,5,30,0,-0.5,-0.1,10,4.7,958
2001,2,25,6,30,0,-0.8,-0.6000000000000001,175,5.2,957
2001,2,25,7,30,0,-1.6,-1.5,342,5.9,956
2001,2,25,8,30,0,-2.6,-2.4000000000000004,327,6.4,957
2001,2,25,9,30,0,-3.7,-3.3000000000000003,313,7.2,958
2001,2,25,10,30,0,-4.9,-4.3,308,8.3,960
2001,2,25,11,30,0,-6.2,-5.300000000000001,305,9,962
2001,2,25,12,30,0,-7.300000000000001,-6.1000000000000005,300,9.200000000000001,965
2001,2,25,13,30,28,-8.200000000000001,-6.7,297,9.600000000000001,968
2001,2,25,14,30,219,-8.8,-6.9,297,10,970
2001,2,25,15,30,390,-8.8,-6.6000000000000005,299,10.100000000000001,972
2001,2,25,16,30,196,-8.200000000000001,-5.9,301,10.100000000000001,975
2001,2,25,17,30,368,-7.6000000000000005,-5.2,303,9.9,977
2001,2,25,18,30,651,-7,-4.6000000000000005,304,9.5,979
2001,2,25,19,30,623,-6.4,-4,305,8.9,981
2001,2,25,20,30,534,-6,-3.8000000000000003,306,8.1,983
2001,2,25,21,30,397,-6,-4.2,306,7.2,984
2001,2,25,22,30,223,-6.6000000000000005,-5.300000000000001,305,6.1000000000000005,986
2001,2,25,23,30,49,-7.800000000000001,-6.1000000000000005,305,5.5,987
2001,2,26,0,30,0,-9.200000000000001,-8.1,305,4.4,989
2001,2,26,1,30,0,-10.3,-9,307,4.1000000000000005,990
2001,2,26,2,30,0,-11,-9.600000000000001,308,3.5,991
2001,2,26,3,30,0,-11.600000000000001,-10.3,309,2.6,991
2001,2,26,4,30,0,-12.5,-11.3,307,1.8,992
2001,2,26,5,30,0,-13.8,-12.4,303,1.5,992
2001,2,26,6,30,0,-14.9,-13.3,297,1.5,993
2001,2,26,7,30,0,-15.600000000000001,-13.9,295,1.6,993
2001,2,26,8,30,0,-16.1,-14.100000000000001,303,1.7000000000000002,994
2001,2,26,9,30,0,-16,-14.100000000000001,310,1.8,994
2001,2,26,10,30,0,-16.2,-14.5,310,1.9000000000000001,994
2001,2,26,11,30,0,-16.8,-14.8,308,2.2,995
2001,2,26,12,30,0,-16.900000000000002,-14.5,308,3,996
2001,2,26,13,30,61,-16.400000000000002,-13.700000000000001,309,3.7,997
2001,2,26,14,30,237,-15.4,-12.3,313,4.3,997
2001,2,26,15,30,417,-14,-10.700000000000001,320,4.9,998
2001,2,26,16,30,563,-12.8,-9.5,325,5.300000000000001,998
2001,2,26,17,30,658,-12.200000000000001,-8.8,327,5.5,999
2001,2,26,18,30,686,-12,-8.6,328,5.5,999
2001,2,26,19,30,652,-12,-8.700000000000001,328,5.300000000000001,999
2001,2,26,20,30,558,-12.200000000000001,-9,329,5,999
2001,2,26,21,30,414,-12.700000000000001,-9.600000000000001,327,4.2,999
2001,2,26,22,30,236,-13.100000000000001,-11.5,323,2.8000000000000003,1000
2001,2,26,23,30,56,-15.4,-12.9,321,2.1,1000
2001,2,27,0,30,0,-19,-17.3,321,2.2,1001
2001,2,27,1,30,0,-20.700000000000003,-18.5,323,2.4000000000000004,1001
2001,2,27,2,30,0,-21.5,-19.3,324,2.5,1001
2001,2,27,3,30,0,-22.200000000000003,-20.200000000000003,325,2.5,1002
2001,2,27,4,30,0,-23.1,-21.1,327,2.4000000000000004,1002
2001,2,27,5,30,0,-24.1,-22,328,2.4000000000000004,1002
2001,2,27,6,30,0,-24.900000000000002,-22.700000000000003,328,2.4000000000000004,1002
2001,2,27,7,30,0,-25.5,-23.1,327,2.4000000000000004,1003
2001,2,27,8,30,0,-25.8,-23.200000000000003,325,2.6,1003
2001,2,27,9,30,0,-25.900000000000002,-23.3,322,3,1003
2001,2,27,10,30,0,-26.200000000000003,-23.700000000000003,319,3,1004
2001,2,27,11,30,0,-27,-24.400000000000002,317,2.8000000000000003,1004
2001,2,27,12,30,0,-27.8,-24.900000000000002,315,2.9000000000000004,1004
2001,2,27,13,30,77,-28,-24.1,315,3.2,1005
2001,2,27,14,30,264,-26.3,-21.900000000000002,318,3.4000000000000004,1005
2001,2,27,15,30,443,-23.6,-19.3,319,3.5,1005
2001,2,27,16,30,585,-21.5,-17.1,313,3.5,1005
2001,2,27,17,30,687,-19.700000000000003,-15.4,306,3.7,1004
2001,2,27,18,30,715,-18.3,-13.9,305,3.9000000000000004,1003
2001,2,27,19,30,680,-17.1,-12.8,306,4.1000000000000005,1002
2001,2,27,20,30,583,-16.2,-12.200000000000001,306,4.1000000000000005,1002
2001,2,27,21,30,435,-15.8,-12.4,304,3.6,1001
2001,2,27,22,30,250,-15.9,-14.3,296,2.4000000000000004,1001
2001,2,27,23,30,63,-18.5,-15.9,291,1.8,1001
2001,2,28,0,30,0,-22.400000000000002,-20.8,291,2,1001
2001,2,28,1,30,0,-24.1,-22.1,290,2.2,1001
2001,2,28,2,30,0,-24.8,-22.900000000000002,285,2.2,1000
2001,2,28,3,30,0,-25.3,-23.400000000000002,275,2.1,1000
2001,2,28,4,30,0,-25.6,-23.3,266,2.2,999
2001,2,28,5,30,0,-25.200000000000003,-22.400000000000002,259,2.7,999
2001,2,28,6,30,0,-24.400000000000002,-21.700000000000003,253,3,998
2001,2,28,7,30,0,-24.1,-21.6,246,3,998
2001,2,28,8,30,0,-24.200000000000003,-21.700000000000003,240,3,997
2001,2,28,9,30,0,-24.400000000000002,-21.900000000000002,236,3.1,996
2001,2,28,10,30,0,-24.700000000000003,-22.200000000000003,232,3.3000000000000003,995
2001,2,28,11,30,0,-25.1,-22.5,227,3.5,994
2001,2,28,12,30,0,-25.400000000000002,-22.5,224,3.8000000000000003,993
2001,2,28,13,30,47,-25.3,-21.8,220,4,993
2001,2,28,14,30,262,-23.900000000000002,-20,215,4.2,992
2001,2,28,15,30,292,-21.3,-17.1,214,4.5,991
2001,2,28,16,30,286,-17.6,-13.600000000000001,220,5,989
2001,2,28,17,30,326,-13.8,-10.100000000000001,226,5.300000000000001,988
2001,2,28,18,30,364,-10.3,-6.800000000000001,229,5.6000000000000005,986
2001,2,28,19,30,491,-7.2,-4.2,232,5.9,985
2001,2,28,20,30,403,-5.2,-2.8000000000000003,235,6,984
2001,2,28,21,30,405,-4.1000000000000005,-2.6,238,5.7,983
2001,2,28,22,30,230,-4,-3.4000000000000004,241,5,982
2001,2,28,23,30,57,-5,-3.9000000000000004,242,4.6000000000000005,982
2008,3,1,0,30,0,-11.9,-7.300000000000001,330,4.9,989
2008,3,1,1,30,0,-12.700000000000001,-8.8,331,4.1000000000000005,990
2008,3,1,2,30,0,-13.4,-10,331,3.4000000000000004,990
2008,3,1,3,30,0,-14,-11,329,2.8000000000000003,990
2008,3,1,4,30,0,-14.4,-11.700000000000001,322,2,990
2008,3,1,5,30,0,-14.600000000000001,-12.100000000000001,314,1.6,990
2008,3,1,6,30,0,-14.600000000000001,-12.3,313,1.4000000000000001,990
2008,3,1,7,30,0,-14.700000000000001,-12.3,325,1.1,991
2008,3,1,8,30,0,-14.700000000000001,-12.200000000000001,168,0.9,990
2008,3,1,9,30,0,-14.600000000000001,-12.100000000000001,28,0.9,990
2008,3,1,10,30,0,-14.9,-12.100000000000001,70,1.2000000000000002,990
2008,3,1,11,30,0,-15.100000000000001,-12.100000000000001,98,1.6,990
2008,3,1,12,30,0,-15.200000000000001,-11.8,112,2.2,989
2008,3,1,13,30,29,-14.9,-10.8,122,3,989
2008,3,1,14,30,254,-14.4,-9.200000000000001,126,3.8000000000000003,989
2008,3,1,15,30,430,-13.4,-7.1000000000000005,123,4.2,988
2008,3,1,16,30,569,-11.9,-4.7,117,4.7,988
2008,3,1,17,30,452,-10.4,-2.7,112,5.1000000000000005,987
2008,3,1,18,30,683,-9.1,-1.1,111,5.4,985
2008,3,1,19,30,649,-8,-0.2,115,5.5,985
2008,3,1,20,30,554,-7.2,0.2,119,5.4,984
2008,3,1,21,30,216,-6.7,-0.1,121,5.300000000000001,983
2008,3,1,22,30,238,-6.5,-1.5,118,4.7,983
2008,3,1,23,30,62,-6.5,-2.5,115,4.3,983
2008,3,2,0,30,0,-6.9,-4.6000000000000005,111,4.6000000000000005,982
2008,3,2,1,30,0,-7,-5.2,113,4.9,982
2008,3,2,2,30,0,-7.1000000000000005,-5.4,117,5.1000000000000005,981
2008,3,2,3,30,0,-7.2,-5.6000000000000005,119,5.2,981
2008,3,2,4,30,0,-7.300000000000001,-5.9,118,5.2,980
2008,3,2,5,30,0,-7.4,-6.2,116,5.2,978
2008,3,2,6,30,0,-7.4,-6.300000000000001,115,5.1000000000000005,977
2008,3,2,7,30,0,-7.4,-6.4,115,5.1000000000000005,976
2008,3,2,8,30,0,-7.4,-6.4,114,5.1000000000000005,975
2008,3,2,9,30,0,-7.4,-6.4,111,5.300000000000001,974
2008,3,2,10,30,0,-7.4,-6.2,109,5.5,973
2008,3,2,11,30,0,-7.2,-5.9,111,5.6000000000000005,972
2008,3,2,12,30,0,-7,-5.6000000000000005,111,5.300000000000001,971
2008,3,2,13,30,30,-6.7,-4.6000000000000005,116,4.9,971
2008,3,2,14,30,204,-5.6000000000000005,-2.5,129,4.6000000000000005,970
2008,3,2,15,30,309,-3.5,0.1,138,3.8000000000000003,970
2008,3,2,16,30,426,-1.3,1.9000000000000001,128,2.5,969
2008,3,2,17,30,175,0.1,2.7,72,1.6,969
2008,3,2,18,30,58,0.9,2.5,191,1.6,968
2008,3,2,19,30,27,0.9,1.8,349,2.3000000000000003,968
2008,3,2,20,30,132,0.2,0.9,340,3.7,969
2008,3,2,21,30,21,-1,-0.1,334,5.4,970
2008,3,2,22,30,14,-2.3000000000000003,-0.9,331,6.6000000000000005,972
2008,3,2,23,30,53,-3.2,-1.2000000000000002,330,6.9,973
2008,3,3,0,30,0,-3.6,-1.6,333,7.1000000000000005,975
2008,3,3,1,30,0,-3.5,-1.7000000000000002,329,7.2,977
2008,3,3,2,30,0,-3.8000000000000003,-2.3000000000000003,325,7.7,978
2008,3,3,3,30,0,-5.4,-3.7,326,8.200000000000001,979
2008,3,3,4,30,0,-8.3,-5.5,328,8.1,980
2008,3,3,5,30,0,-10.8,-7.2,327,7.800000000000001,981
2008,3,3,6,30,0,-12.8,-8.6,326,7.800000000000001,982
2008,3,3,7,30,0,-14.4,-9.9,328,7.800000000000001,982
2008,3,3,8,30,0,-15.8,-11,327,7.300000000000001,983
2008,3,3,9,30,0,-16.900000000000002,-11.8,326,7,984
2008,3,3,10,30,0,-17.6,-12.5,328,6.9,985
2008,3,3,11,30,0,-18.3,-13.100000000000001,329,6.800000000000001,986
2008,3,3,12,30,0,-18.8,-13.3,328,6.800000000000001,987
2008,3,3,13,30,98,-19.1,-12.8,328,6.9,988
2008,3,3,14,30,287,-18.900000000000002,-11.9,327,7,989
2008,3,3,15,30,465,-18.400000000000002,-10.700000000000001,328,7.1000000000000005,989
2008,3,3,16,30,605,-17.6,-9.3,328,6.9,989
2008,3,3,17,30,693,-16.6,-7.9,327,6.4,989
2008,3,3,18,30,720,-15.600000000000001,-6.6000000000000005,325,5.9,989
2008,3,3,19,30,684,-14.8,-5.800000000000001,322,5.5,989
2008,3,3,20,30,589,-14.4,-5.5,320,5.1000000000000005,989
2008,3,3,21,30,443,-14.200000000000001,-5.800000000000001,320,4.7,989
2008,3,3,22,30,260,-14.3,-7.1000000000000005,321,3.8000000000000003,988
2008,3,3,23,30,72,-15,-8.1,322,3.1,988
2008,3,4,0,30,0,-15.100000000000001,-10.8,328,1.8,989
2008,3,4,1,30,0,-15.5,-11.600000000000001,337,1.8,989
2008,3,4,2,30,0,-16.1,-12.3,349,1.9000000000000001,988
2008,3,4,3,30,0,-16.400000000000002,-12.8,189,1.6,988
2008,3,4,4,30,0,-16.400000000000002,-13.100000000000001,37,1.3,987
2008,3,4,5,30,0,-16.400000000000002,-13.4,72,1.1,987
2008,3,4,6,30,0,-16.5,-13.8,107,1.2000000000000002,987
2008,3,4,7,30,0,-16.7,-14,132,1.6,988
2008,3,4,8,30,0,-16.8,-14,143,2,987
2008,3,4,9,30,0,-16.7,-14.100000000000001,142,1.9000000000000001,987
2008,3,4,10,30,0,-16.8,-14.3,135,2,986
2008,3,4,11,30,0,-17,-14.200000000000001,128,2.5,986
2008,3,4,12,30,0,-17,-13.4,126,3.3000000000000003,985
2008,3,4,13,30,36,-16.3,-11.600000000000001,129,3.9000000000000004,985
2008,3,4,14,30,162,-15.4,-9.4,137,4.5,984
2008,3,4,15,30,340,-14.3,-6.800000000000001,146,5.2,984
2008,3,4,16,30,498,-12.8,-4.5,153,5.5,983
2008,3,4,17,30,498,-11.200000000000001,-2.5,157,5.5,982
2008,3,4,18,30,527,-9.700000000000001,-1.1,158,5.300000000000001,982
2008,3,4,19,30,527,-8.6,-0.4,158,5.2,981
2008,3,4,20,30,300,-7.9,-0.5,155,5.1000000000000005,980
2008,3,4,21,30,128,-7.5,-0.9,152,4.800000000000001,980
2008,3,4,22,30,44,-7.1000000000000005,-1.8,149,4.1000000000000005,980
2008,3,4,23,30,21,-7,-2.5,148,3.6,980
2008,3,5,0,30,0,-7.2,-3.8000000000000003,146,3.4000000000000004,981
2008,3,5,1,30,0,-7.2,-4.2,144,3.3000000000000003,981
2008,3,5,2,30,0,-7.300000000000001,-4.5,142,3.2,981
2008,3,5,3,30,0,-7.300000000000001,-4.800000000000001,143,3.1,981
2008,3,5,4,30,0,-7.2,-5,146,3,980
2008,3,5,5,30,0,-7.1000000000000005,-5.2,152,2.7,980
2008,3,5,6,30,0,-7.1000000000000005,-5.4,160,2.5,980
2008,3,5,7,30,0,-7,-5.4,169,2.2,980
2008,3,5,8,30,0,-6.9,-5.4,178,2,980
2008,3,5,9,30,0,-6.7,-5.4,192,1.9000000000000001,980
2008,3,5,10,30,0,-6.5,-5.300000000000001,216,1.7000000000000002,980
2008,3,5,11,30,0,-6.300000000000001,-5.300000000000001,260,1.6,980
2008,3,5,12,30,0,-6.2,-5.1000000000000005,303,2.1,981
2008,3,5,13,30,32,-6.2,-4.7,327,3.5,981
2008,3,5,14,30,97,-6.7,-4.4,338,5,982
2008,3,5,15,30,89,-7.4,-4,339,5.800000000000001,982
2008,3,5,16,30,56,-8,-3.6,336,6,983
2008,3,5,17,30,191,-8.5,-3.2,332,6,983
2008,3,5,18,30,260,-8.9,-3,329,6,983
2008,3,5,19,30,246,-9.3,-2.9000000000000004,328,6,983
2008,3,5,20,30,385,-9.700000000000001,-3.1,328,5.9,984
2008,3,5,21,30,446,-10.200000000000001,-3.7,327,5.6000000000000005,984
2008,3,5,22,30,268,-11,-5,325,4.9,985
2008,3,5,23,30,81,-12.100000000000001,-5.800000000000001,324,4.4,985
2008,3,6,0,30,0,-13.5,-9.3,318,3.2,986
2008,3,6,1,30,0,-14.600000000000001,-10.700000000000001,315,3,987
2008,3,6,2,30,0,-15.3,-11.8,313,2.7,987
2008,3,6,3,30,0,-15.9,-12.700000000000001,313,2.3000000000000003,988
2008,3,6,4,30,0,-16.3,-13.3,311,2,988
2008,3,6,5,30,0,-16.5,-13.700000000000001,308,1.7000000000000002,988
2008,3,6,6,30,0,-16.7,-14.100000000000001,305,1.7000000000000002,988
2008,3,6,7,30,0,-17,-14.200000000000001,307,1.9000000000000001,989
2008,3,6,8,30,0,-17.2,-14.100000000000001,314,2.1,989
2008,3,6,9,30,0,-17.3,-13.9,324,2.1,989
2008,3,6,10,30,0,-17.5,-13.9,333,1.9000000000000001,989
2008,3,6,11,30,0,-17.7,-14.4,341,1.6,989
2008,3,6,12,30,0,-18.1,-14.700000000000001,345,1.7000000000000002,989
2008,3,6,13,30,52,-18.5,-13.5,342,2.2,990
2008,3,6,14,30,306,-18.3,-11.700000000000001,337,2.6,990
2008,3,6,15,30,485,-17.900000000000002,-10.200000000000001,330,2.8000000000000003,991
2008,3,6,16,30,626,-17.2,-8.9,320,3.1,991
2008,3,6,17,30,377,-16.7,-8,313,3.5,991
2008,3,6,18,30,740,-16.3,-7.7,314,3.8000000000000003,991
2008,3,6,19,30,703,-16.2,-7.800000000000001,320,4.1000000000000005,991
2008,3,6,20,30,385,-16.2,-8,326,4.2,991
2008,3,6,21,30,459,-16.3,-8.5,332,4.2,992
2008,3,6,22,30,110,-16.7,-9.3,338,4.1000000000000005,992
2008,3,6,23,30,52,-17.400000000000002,-9.8,341,4,992
2008,3,7,0,30,0,-18.400000000000002,-12.200000000000001,348,3.7,994
2008,3,7,1,30,0,-19.3,-13.600000000000001,347,3.7,995
2008,3,7,2,30,0,-20.200000000000003,-14.9,344,3.8000000000000003,995
2008,3,7,3,30,0,-21.3,-16.2,341,3.8000000000000003,996
2008,3,7,4,30,0,-22.400000000000002,-17.400000000000002,341,3.8000000000000003,997
2008,3,7,5,30,0,-23.5,-18.400000000000002,342,3.7,998
2008,3,7,6,30,0,-24.400000000000002,-19.3,344,3.5,998
2008,3,7,7,30,0,-25,-20,347,3.4000000000000004,999
2008,3,7,8,30,0,-25.5,-20.700000000000003,348,3.2,999
2008,3,7,9,30,0,-25.8,-21.3,349,3.2,999
2008,3,7,10,30,0,-26.200000000000003,-21.900000000000002,350,3,999
2008,3,7,11,30,0,-26.400000000000002,-22.400000000000002,349,2.9000000000000004,999
2008,3,7,12,30,0,-26.6,-22,352,2.8000000000000003,999
2008,3,7,13,30,68,-26.5,-19.8,181,2.8000000000000003,1000
2008,3,7,14,30,324,-25.3,-17.3,6,2.6,1000
2008,3,7,15,30,508,-24.3,-15.600000000000001,3,2.3000000000000003,1001
2008,3,7,16,30,652,-23.200000000000003,-14,180,2.1,1001
2008,3,7,17,30,741,-22.200000000000003,-12.600000000000001,359,2.2,1000
2008,3,7,18,30,768,-21.5,-11.5,354,2.1,999
2008,3,7,19,30,731,-20.900000000000002,-10.8,345,2,998
2008,3,7,20,30,620,-20.700000000000003,-10.5,338,1.9000000000000001,997
2008,3,7,21,30,471,-20.700000000000003,-10.700000000000001,343,1.7000000000000002,996
2008,3,7,22,30,285,-20.700000000000003,-11.600000000000001,183,1.2000000000000002,996
2008,3,7,23,30,92,-21.6,-12.3,18,0.9,995
2008,3,8,0,30,0,-20.400000000000002,-14.5,86,0.7000000000000001,994
2008,3,8,1,30,0,-20.8,-15.3,110,0.8,994
2008,3,8,2,30,0,-21,-16.1,128,0.9,993
2008,3,8,3,30,0,-21.200000000000003,-16.8,139,1.1,993
2008,3,8,4,30,0,-21.5,-17.400000000000002,146,1.6,992
2008,3,8,5,30,0,-21.8,-17.8,151,2,991
2008,3,8,6,30,0,-21.8,-18,155,2.4000000000000004,990
2008,3,8,7,30,0,-21.6,-18.2,160,2.6,990
2008,3,8,8,30,0,-21.5,-18.400000000000002,164,2.6,989
2008,3,8,9,30,0,-21.400000000000002,-18.6,163,2.8000000000000003,988
2008,3,8,10,30,0,-21.400000000000002,-18.6,160,3.1,987
2008,3,8,11,30,0,-21.3,-18.400000000000002,157,3.3000000000000003,986
2008,3,8,12,30,0,-21.1,-17.5,154,3.4000000000000004,986
2008,3,8,13,30,71,-20.3,-15.4,158,3.9000000000000004,986
2008,3,8,14,30,65,-19.900000000000002,-12.8,165,4.6000000000000005,985
2008,3,8,15,30,307,-19.400000000000002,-10.700000000000001,165,5.1000000000000005,985
2008,3,8,16,30,264,-18.5,-8.9,164,5.300000000000001,984
2008,3,8,17,30,296,-17.6,-7.5,166,5.2,983
2008,3,8,18,30,408,-16.7,-6.4,170,4.9,983
2008,3,8,19,30,412,-15.9,-5.5,174,4.7,982
2008,3,8,20,30,223,-14.9,-4.9,176,4.4,982
2008,3,8,21,30,193,-14,-4.9,173,4,982
2008,3,8,22,30,219,-13.100000000000001,-5.800000000000001,162,3.1,982
2008,3,8,23,30,60,-12.3,-6.5,153,2.5,982
2008,3,9,0,30,0,-12.100000000000001,-8.200000000000001,129,2.7,983
2008,3,9,1,30,0,-12,-8.8,123,2.9000000000000004,983
2008,3,9,2,30,0,-11.8,-9.200000000000001,122,2.9000000000000004,984
2008,3,9,3,30,0,-11.8,-9.5,123,2.8000000000000003,984
2008,3,9,4,30,0,-11.8,-9.700000000000001,124,2.6,984
2008,3,9,5,30,0,-11.8,-9.9,120,2.4000000000000004,984
2008,3,9,6,30,0,-11.700000000000001,-10.100000000000001,110,2.2,985
2008,3,9,7,30,0,-11.8,-10.4,99,2.2,985
2008,3,9,8,30,0,-12,-10.700000000000001,88,2.1,986
2008,3,9,9,30,0,-12.3,-11,78,2.2,986
2008,3,9,10,30,0,-12.700000000000001,-11.3,71,2.3000000000000003,987
2008,3,9,11,30,0,-13,-11.600000000000001,66,2.4000000000000004,988
2008,3,9,12,30,0,-13.4,-11.3,63,2.6,989
2008,3,9,13,30,68,-13.3,-10.100000000000001,64,2.9000000000000004,989
2008,3,9,14,30,111,-12.5,-8.3,70,3.2,990
2008,3,9,15,30,250,-11.700000000000001,-6.6000000000000005,76,3.2,991
2008,3,9,16,30,303,-11,-5.4,78,3.1,992
2008,3,9,17,30,282,-10.4,-4.4,77,2.8000000000000003,992
2008,3,9,18,30,367,-9.9,-3.7,70,2.5,992
2008,3,9,19,30,316,-9.5,-3.3000000000000003,59,2.3000000000000003,992
2008,3,9,20,30,321,-9.3,-3.2,48,2.2,993
2008,3,9,21,30,255,-9.200000000000001,-3.4000000000000004,41,2.1,993
2008,3,9,22,30,92,-8.9,-4.1000000000000005,36,1.6,994
2008,3,9,23,30,58,-8.8,-4.7,33,1.2000000000000002,994
2008,3,10,0,30,0,-9,-6,17,0.9,995
2008,3,10,1,30,0,-9.3,-6.300000000000001,182,0.9,995
2008,3,10,2,30,0,-9.700000000000001,-6.800000000000001,348,0.9,996
2008,3,10,3,30,0,-10,-7.300000000000001,338,1,996
2008,3,10,4,30,0,-10.4,-7.9,331,1,996
2008,3,10,5,30,0,-10.700000000000001,-8.6,327,1.1,996
2008,3,10,6,30,0,-11.200000000000001,-9.3,326,1.2000000000000002,996
2008,3,10,7,30,0,-11.600000000000001,-10,326,1.2000000000000002,997
2008,3,10,8,30,0,-11.9,-10.5,322,1.1,997
2008,3,10,9,30,0,-12.200000000000001,-11.100000000000001,314,1.1,997
2008,3,10,10,30,0,-12.600000000000001,-11.8,302,1.1,997
2008,3,10,11,30,0,-12.9,-12.200000000000001,284,1,998
2008,3,10,12,30,0,-13.200000000000001,-11.700000000000001,267,1.4000000000000001,998
2008,3,10,13,30,87,-13.100000000000001,-9.600000000000001,256,2.2,998
2008,3,10,14,30,325,-12.100000000000001,-6.6000000000000005,253,3,998
2008,3,10,15,30,499,-11.600000000000001,-4,251,3.6,998
2008,3,10,16,30,638,-10.8,-2.3000000000000003,244,3.9000000000000004,997
2008,3,10,17,30,545,-9.9,-0.9,240,4.1000000000000005,996
2008,3,10,18,30,746,-9,0.4,238,4.2,996
2008,3,10,19,30,709,-8.200000000000001,1.3,237,4.2,995
2008,3,10,20,30,613,-7.5,1.9000000000000001,237,4.1000000000000005,994
2008,3,10,21,30,463,-7,2,235,3.7,994
2008,3,10,22,30,282,-6.4,0.6000000000000001,225,2.7,993
2008,3,10,23,30,27,-5.800000000000001,-0.6000000000000001,218,1.9000000000000001,993
2008,3,11,0,30,0,-7.2,-3,211,2.7,992
2008,3,11,1,30,0,-7.300000000000001,-3.1,212,3.4000000000000004,991
2008,3,11,2,30,0,-7,-3.3000000000000003,214,3.8000000000000003,991
2008,3,11,3,30,0,-6.9,-3.7,213,3.9000000000000004,990
2008,3,11,4,30,0,-6.800000000000001,-4,211,4.1000000000000005,989
2008,3,11,5,30,0,-6.800000000000001,-4.1000000000000005,209,4.5,988
2008,3,11,6,30,0,-6.7,-4.1000000000000005,208,4.9,987
2008,3,11,7,30,0,-6.6000000000000005,-4.4,211,4.9,986
2008,3,11,8,30,0,-6.7,-4.5,217,4.800000000000001,985
2008,3,11,9,30,0,-6.6000000000000005,-4.2,229,4.6000000000000005,983
2008,3,11,10,30,0,-6.300000000000001,-3.9000000000000004,243,4.2,983
2008,3,11,11,30,0,-5.9,-3.8000000000000003,251,3.9000000000000004,982
2008,3,11,12,30,0,-5.5,-3.2,259,4,981
2008,3,11,13,30,47,-4.800000000000001,-1.9000000000000001,267,4,980
2008,3,11,14,30,226,-3.7,0.2,268,3.8000000000000003,980
2008,3,11,15,30,495,-2.2,3,273,3.6,980
2008,3,11,16,30,632,-0.7000000000000001,6.1000000000000005,294,4.1000000000000005,979
2008,3,11,17,30,713,0.30000000000000004,8.8,317,4.9,979
2008,3,11,18,30,737,0.4,10.200000000000001,329,5.5,979
2008,3,11,19,30,701,0.1,10.600000000000001,334,5.800000000000001,979
2008,3,11,20,30,609,-0.2,10.200000000000001,338,5.5,980
2008,3,11,21,30,340,-0.4,8.6,343,4,980
2008,3,11,22,30,287,0.5,5.300000000000001,347,2.3000000000000003,980
2008,3,11,23,30,80,-0.6000000000000001,3.2,348,1.7000000000000002,980
2008,3,12,0,30,0,-2.4000000000000004,1,349,1.5,981
2008,3,12,1,30,0,-2.9000000000000004,1.3,349,1.4000000000000001,981
2008,3,12,2,30,0,-3.3000000000000003,1.7000000000000002,347,1.2000000000000002,981
2008,3,12,3,30,0,-3.4000000000000004,2,343,1,981
2008,3,12,4,30,0,-3.4000000000000004,2.1,341,0.8,981
2008,3,12,5,30,0,-3.4000000000000004,2.2,348,0.6000000000000001,980
2008,3,12,6,30,0,-3.3000000000000003,2.1,214,0.4,980
2008,3,12,7,30,0,-3.2,1.8,95,0.5,980
2008,3,12,8,30,0,-3,1.1,125,0.8,979
2008,3,12,9,30,0,-2.7,0.1,136,1.1,979
2008,3,12,10,30,0,-2.5,-0.4,142,1.4000000000000001,978
2008,3,12,11,30,0,-2.3000000000000003,-0.2,148,2,978
2008,3,12,12,30,0,-2.1,0.5,151,3,978
2008,3,12,13,30,36,-1.8,1.5,151,3.6,978
2008,3,12,14,30,12,-1.2000000000000002,2.6,146,3.8000000000000003,978
2008,3,12,15,30,151,-0.4,3.9000000000000004,144,4.1000000000000005,977
